store_id,sku_id,baseline_median,baseline_mad
2,P00678,3.22,0.01
2,P00679,5.38,0.01
2,P00680,2.33,0.01
2,P00681,5.47,0.01
2,P00682,3.42,0.01
2,P00683,10.06,0.01
2,P00684,2.36,0.01
2,P00685,1.96,0.01
2,P00686,3.78,0.01
2,P00687,6.16,0.01
2,P00688,2.15,0.01
2,P00689,2.35,0.01
2,P00690,3.91,0.01
2,P00691,2.64,0.01
2,P00692,9.84,0.01
2,P00693,8.25,0.01
2,P00694,3.44,0.01
2,P00695,5.45,0.01
2,P00697,2.56,0.01
2,P00698,2.52,0.01
2,P00699,4.18,0.01
2,P00700,3.42,0.01
2,P00701,5.68,0.01
2,P00703,14.06,0.01
2,P00704,2.77,0.01
2,P00705,12.13,0.01
2,P00706,7.71,0.01
2,P00707,3.04,0.01
2,P00708,2.49,0.01
2,P00709,3.68,0.01
2,P00710,9.04,0.01
2,P00711,6.92,0.01
2,P00712,6.76,0.01
2,P00713,6.05,0.01
2,P00714,4.66,0.01
2,P00715,4.54,0.01
2,P00717,8.48,0.01
2,P00718,2.03,0.01
2,P00719,1.82,0.01
2,P00720,9.88,0.01
2,P00722,6.66,0.01
2,P00723,4.02,0.01
2,P00724,4.59,0.01
2,P00725,7.3,0.01
2,P00726,5.62,0.01
2,P00727,2.08,0.01
2,P00728,8.85,0.01
2,P00729,9.13,0.01
2,P00731,4.06,0.01
2,P00733,2.62,0.01
2,P00734,8.33,0.01
2,P00735,10.74,0.01
2,P00736,11.43,0.01
2,P00737,5.75,0.01
2,P00738,4.3,0.01
2,P00739,5.06,0.01
2,P00740,3.41,0.01
2,P00741,13.22,0.01
2,P00742,4.66,0.01
2,P00743,7.14,0.01
2,P00744,11.71,0.01
2,P00745,3.74,0.01
2,P00746,9.75,0.01
2,P00747,11.49,0.01
2,P00748,6.62,0.01
2,P00749,6.04,0.01
2,P00750,6.49,0.01
2,P00752,4.29,0.01
2,P00755,3.01,0.01
2,P00756,11.45,0.01
2,P00759,3.05,0.01
2,P00760,2.14,0.01
2,P00763,11.38,0.01
2,P00764,11.61,0.01
2,P00765,3.63,0.01
2,P00766,2.3,0.01
2,P00767,6.86,0.01
2,P00768,11.13,0.01
2,P00769,3.12,0.01
2,P00770,8.01,0.01
2,P00771,3.17,0.01
2,P00772,2.07,0.01
2,P00774,2.36,0.01
2,P00775,5.15,0.01
2,P00777,7.79,0.01
2,P00778,1.31,0.01
2,P00779,10.47,0.01
2,P00780,8.82,0.01
2,P00781,3.98,0.01
2,P00782,6.94,0.01
2,P00784,5.77,0.01
2,P00785,7.16,0.01
2,P00788,4.01,0.01
2,P00790,5.84,0.01
2,P00791,4.15,0.01
2,P00792,3.98,0.01
2,P00794,5.59,0.01
2,P00795,4.85,0.01
2,P00796,3.69,0.01
2,P00797,2.8,0.01
2,P00799,8.21,0.01
2,P00800,3.67,0.01
2,P00801,6.43,0.01
2,P00802,1.96,0.01
2,P00803,1.92,0.01
2,P00804,7.43,0.01
2,P00805,16.14,0.01
2,P00806,4.19,0.01
2,P00807,3.85,0.01
2,P00808,2.9,0.01
2,P00810,7.51,0.01
2,P00811,7.28,0.01
2,P00812,10.31,0.01
2,P00813,5.11,0.01
2,P00814,8.2,0.01
2,P00815,3.66,0.01
2,P00816,13.62,0.01
2,P00817,7.3,0.01
2,P00818,9.73,0.01
2,P00819,4.62,0.01
2,P00820,3.98,0.01
2,P00821,3.31,0.01
2,P00823,14.88,0.01
2,P00824,3.03,0.01
2,P00825,2.4,0.01
2,P00826,8.59,0.01
2,P00827,2.83,0.01
2,P00828,10.82,0.01
2,P00829,4.71,0.01
2,P00830,8.68,0.01
2,P00831,2.76,0.01
2,P00832,5.1,0.01
2,P00833,3.41,0.01
2,P00834,8.04,0.01
2,P00835,3.72,0.01
2,P00836,17.25,0.01
2,P00837,7.85,0.01
2,P00838,9.9,0.01
2,P00839,7.73,0.01
2,P00840,5.89,0.01
2,P00841,2.85,0.01
2,P00843,9.87,0.01
2,P00844,7.17,0.01
2,P00845,4.05,0.01
2,P00846,2.58,0.01
2,P00848,3.53,0.01
2,P00850,3.14,0.01
2,P00851,5.39,0.01
2,P00853,2.46,0.01
2,P00854,1.61,0.01
2,P00855,2.05,0.01
2,P00856,4.8,0.01
2,P00857,5.23,0.01
2,P00859,5.15,0.01
2,P00860,19.81,0.01
2,P00861,5.81,0.01
2,P00863,4.89,0.01
2,P00864,4.0,0.01
2,P00865,7.14,0.01
2,P00866,7.62,0.01
2,P00867,6.77,0.01
2,P00868,3.33,0.01
2,P00869,3.43,0.01
2,P00870,7.76,0.01
2,P00872,5.56,0.01
2,P00873,6.14,0.01
2,P00874,5.11,0.01
2,P00876,5.15,0.01
2,P00877,3.11,0.01
2,P00878,1.93,0.01
2,P00879,2.67,0.01
2,P00880,2.35,0.01
2,P00881,2.84,0.01
2,P00883,8.94,0.01
2,P00884,5.45,0.01
2,P00885,10.32,0.01
2,P00886,2.81,0.01
2,P00887,4.24,0.01
2,P00888,4.76,0.01
2,P00889,2.44,0.01
2,P00890,7.6,0.01
2,P00891,11.34,0.01
2,P00892,13.15,0.01
2,P00893,5.08,0.01
2,P00894,8.41,0.01
2,P00895,1.91,0.01
2,P00896,5.61,0.01
2,P00897,12.2,0.01
2,P00898,10.24,0.01
2,P00899,6.09,0.01
2,P00900,3.07,0.01
2,P00901,3.66,0.01
2,P00902,8.77,0.01
2,P00903,3.37,0.01
2,P00904,3.47,0.01
2,P00905,3.33,0.01
2,P00906,2.04,0.01
2,P00907,6.21,0.01
2,P00908,4.06,0.01
2,P00909,3.66,0.01
2,P00911,1.91,0.01
2,P00912,3.37,0.01
2,P00913,7.25,0.01
2,P00914,3.13,0.01
2,P00915,2.92,0.01
2,P00916,10.87,0.01
2,P00917,2.87,0.01
2,P00918,9.17,0.01
2,P00919,3.83,0.01
2,P00920,2.87,0.01
2,P00923,2.79,0.01
2,P00924,4.06,0.01
2,P00925,9.98,0.01
2,P00927,12.93,0.01
2,P00929,4.11,0.01
2,P00930,3.14,0.01
2,P00931,12.78,0.01
2,P00932,4.58,0.01
2,P00934,14.85,0.01
2,P00935,3.41,0.01
2,P00936,15.52,0.01
2,P00937,3.28,0.01
2,P00938,8.14,0.01
2,P00939,1.97,0.01
2,P00940,3.89,0.01
2,P00942,6.41,0.01
2,P00943,1.92,0.01
2,P00944,6.68,0.01
2,P00945,4.04,0.01
2,P00946,6.69,0.01
2,P00948,10.99,0.01
2,P00949,12.52,0.01
2,P00950,9.73,0.01
2,P00951,8.34,0.01
2,P00952,2.91,0.01
2,P00953,9.68,0.01
2,P00954,2.98,0.01
2,P00956,9.17,0.01
2,P00957,6.35,0.01
2,P00959,16.27,0.01
2,P00961,3.32,0.01
2,P00962,3.48,0.01
2,P00963,5.96,0.01
2,P00964,9.42,0.01
2,P00965,6.44,0.01
2,P00967,3.73,0.01
2,P00969,9.34,0.01
2,P00970,3.38,0.01
2,P00971,3.98,0.01
2,P00972,6.8,0.01
2,P00973,2.93,0.01
2,P00974,8.58,0.01
2,P00975,3.55,0.01
2,P00976,11.26,0.01
2,P00977,3.3,0.01
2,P00978,3.88,0.01
2,P00979,3.5,0.01
2,P00980,3.42,0.01
2,P00981,4.78,0.01
2,P00983,4.81,0.01
2,P00984,3.5,0.01
2,P00985,2.37,0.01
2,P00986,11.81,0.01
2,P00987,6.58,0.01
2,P00988,7.13,0.01
2,P00989,2.99,0.01
2,P00991,6.15,0.01
2,P00992,9.19,0.01
2,P00993,3.8,0.01
2,P00995,3.9,0.01
2,P00996,7.67,0.01
2,P00998,4.68,0.01
2,P00999,2.78,0.01
2,P01000,3.71,0.01
2,P01001,5.74,0.01
2,P01002,13.6,0.01
2,P01003,1.53,0.01
2,P01004,4.15,0.01
2,P01006,4.93,0.01
2,P01007,4.49,0.01
2,P01008,4.86,0.01
2,P01009,8.15,0.01
2,P01010,4.02,0.01
2,P01011,6.02,0.01
2,P01012,2.87,0.01
2,P01013,8.09,0.01
2,P01014,12.22,0.01
2,P01016,4.31,0.01
2,P01017,5.84,0.01
2,P01018,2.94,0.01
2,P01020,8.81,0.01
2,P01021,3.57,0.01
2,P01022,3.13,0.01
2,P01024,2.49,0.01
2,P01025,7.51,0.01
2,P01026,8.23,0.01
2,P01027,7.38,0.01
2,P01029,3.93,0.01
2,P01030,9.05,0.01
2,P01031,2.09,0.01
2,P01032,2.4,0.01
2,P01033,2.67,0.01
2,P01034,10.22,0.01
2,P01036,9.34,0.01
2,P01038,4.38,0.01
2,P01039,3.8,0.01
2,P01041,2.42,0.01
2,P01042,2.55,0.01
2,P01043,3.13,0.01
2,P01044,5.03,0.01
2,P01046,12.06,0.01
2,P01047,4.44,0.01
2,P01048,2.69,0.01
2,P01049,6.01,0.01
2,P01051,2.42,0.01
2,P01053,9.37,0.01
2,P01054,1.93,0.01
2,P01055,4.46,0.01
2,P01056,3.89,0.01
2,P01057,2.23,0.01
2,P01058,11.33,0.01
2,P01060,3.29,0.01
2,P01061,3.38,0.01
2,P01062,4.29,0.01
2,P01063,4.85,0.01
2,P01064,1.98,0.01
2,P01066,7.22,0.01
2,P01068,3.04,0.01
2,P01069,9.71,0.01
2,P01070,4.96,0.01
2,P01071,2.3,0.01
2,P01072,5.31,0.01
2,P01073,2.94,0.01
2,P01075,2.45,0.01
2,P01076,6.67,0.01
2,P01077,8.02,0.01
2,P01078,4.01,0.01
2,P01079,5.87,0.01
2,P01081,3.28,0.01
2,P01082,5.22,0.01
2,P01084,2.76,0.01
2,P01086,3.91,0.01
2,P01087,1.85,0.01
2,P01088,7.25,0.01
2,P01089,7.62,0.01
2,P01090,3.97,0.01
2,P01091,5.34,0.01
2,P01092,6.85,0.01
2,P01095,5.88,0.01
2,P01096,2.78,0.01
2,P01099,10.68,0.01
2,P01100,6.82,0.01
2,P01101,3.2,0.01
2,P01102,3.37,0.01
2,P01103,3.24,0.01
2,P01104,8.16,0.01
2,P01105,10.51,0.01
2,P01106,2.74,0.01
2,P01107,9.89,0.01
2,P01108,2.98,0.01
2,P01109,2.57,0.01
2,P01110,4.8,0.01
2,P01111,10.34,0.01
2,P01112,4.23,0.01
2,P01113,4.56,0.01
2,P01114,4.76,0.01
2,P01115,3.99,0.01
2,P01116,3.53,0.01
2,P01117,3.33,0.01
2,P01118,5.78,0.01
2,P01119,3.48,0.01
2,P01120,2.16,0.01
2,P01121,3.48,0.01
2,P01122,2.27,0.01
2,P01123,4.95,0.01
2,P01124,3.87,0.01
2,P01125,5.56,0.01
2,P01126,8.06,0.01
2,P01127,4.44,0.01
2,P01128,5.12,0.01
2,P01129,3.0,0.01
2,P01130,13.65,0.01
2,P01132,5.43,0.01
2,P01133,3.82,0.01
2,P01134,3.27,0.01
2,P01136,4.98,0.01
2,P01137,2.87,0.01
2,P01138,8.33,0.01
2,P01139,2.8,0.01
2,P01140,3.69,0.01
2,P01141,3.54,0.01
2,P01143,4.01,0.01
2,P01144,2.89,0.01
2,P01145,4.31,0.01
2,P01146,7.62,0.01
2,P01149,11.24,0.01
2,P01150,4.69,0.01
2,P01151,1.65,0.01
2,P01153,6.32,0.01
2,P01154,5.31,0.01
2,P01155,3.38,0.01
2,P01157,3.86,0.01
2,P01158,7.04,0.01
2,P01159,2.1,0.01
2,P01160,10.83,0.01
2,P01161,6.51,0.01
2,P01162,4.63,0.01
2,P01163,3.22,0.01
2,P01164,3.64,0.01
2,P01165,7.37,0.01
2,P01166,9.66,0.01
2,P01167,8.57,0.01
2,P01168,2.44,0.01
2,P01169,3.74,0.01
2,P01170,6.82,0.01
2,P01171,3.31,0.01
2,P01172,3.41,0.01
2,P01173,1.36,0.01
2,P01174,2.42,0.01
2,P01175,4.46,0.01
2,P01176,4.09,0.01
2,P01177,9.2,0.01
2,P01178,3.68,0.01
2,P01179,4.08,0.01
2,P01180,16.21,0.01
2,P01181,2.5,0.01
2,P01183,5.23,0.01
2,P01184,2.21,0.01
2,P01186,3.59,0.01
2,P01188,4.51,0.01
2,P01189,5.32,0.01
2,P01190,2.29,0.01
2,P01191,3.3,0.01
2,P01193,8.91,0.01
2,P01194,13.57,0.01
2,P01195,11.05,0.01
2,P01196,8.14,0.01
2,P01197,3.54,0.01
2,P01198,7.01,0.01
2,P01199,3.31,0.01
2,P01200,9.36,0.01
2,P01202,4.26,0.01
2,P01203,12.07,0.01
2,P01205,5.38,0.01
2,P01206,4.19,0.01
2,P01207,4.14,0.01
2,P01210,4.42,0.01
2,P01211,7.29,0.01
2,P01212,2.53,0.01
2,P01213,3.66,0.01
2,P01214,3.19,0.01
2,P01216,3.25,0.01
2,P01217,11.69,0.01
2,P01218,5.3,0.01
2,P01219,6.03,0.01
2,P01221,2.55,0.01
2,P01222,3.0,0.01
2,P01223,8.27,0.01
2,P01225,2.83,0.01
2,P01226,3.99,0.01
2,P01227,2.86,0.01
2,P01228,2.56,0.01
2,P01229,3.84,0.01
2,P01230,3.92,0.01
2,P01231,3.25,0.01
2,P01233,5.35,0.01
2,P01234,3.14,0.01
2,P01235,2.38,0.01
2,P01236,2.74,0.01
2,P01237,4.6,0.01
2,P01238,13.2,0.01
2,P01239,5.6,0.01
2,P01241,2.25,0.01
2,P01242,4.05,0.01
2,P01244,3.37,0.01
2,P01245,3.67,0.01
2,P01246,3.39,0.01
2,P01248,6.03,0.01
2,P01249,9.42,0.01
2,P01250,6.67,0.01
2,P01251,5.51,0.01
2,P01252,3.94,0.01
2,P01253,2.31,0.01
2,P01254,3.5,0.01
2,P01255,3.29,0.01
2,P01256,4.07,0.01
2,P01257,5.78,0.01
2,P01258,3.21,0.01
2,P01259,4.23,0.01
2,P01260,6.11,0.01
2,P01261,8.43,0.01
2,P01262,5.73,0.01
2,P01263,7.65,0.01
2,P01264,4.87,0.01
2,P01266,7.72,0.01
2,P01267,2.14,0.01
2,P01268,3.75,0.01
2,P01269,2.51,0.01
2,P01270,7.09,0.01
2,P01271,10.84,0.01
2,P01272,7.72,0.01
2,P01273,5.74,0.01
2,P01274,6.09,0.01
2,P01275,2.8,0.01
2,P01276,8.6,0.01
2,P01277,6.2,0.01
2,P01279,3.13,0.01
2,P01280,3.49,0.01
2,P01281,4.99,0.01
2,P01282,4.05,0.01
2,P01283,3.39,0.01
2,P01284,3.68,0.01
2,P01285,9.53,0.01
2,P01286,6.12,0.01
2,P01287,3.85,0.01
2,P01288,6.5,0.01
2,P01290,5.31,0.01
2,P01291,2.53,0.01
2,P01292,2.52,0.01
2,P01293,6.1,0.01
2,P01294,3.05,0.01
2,P01295,8.3,0.01
2,P01296,2.25,0.01
2,P01297,2.27,0.01
2,P01298,5.07,0.01
2,P01299,6.23,0.01
2,P01300,8.98,0.01
2,P01303,6.13,0.01
2,P01304,2.45,0.01
2,P01305,3.33,0.01
2,P01306,8.52,0.01
2,P01307,2.94,0.01
2,P01308,8.24,0.01
2,P01309,10.9,0.01
2,P01310,3.73,0.01
2,P01312,3.34,0.01
2,P01313,3.23,0.01
2,P01315,2.95,0.01
2,P01316,13.33,0.01
2,P01317,6.09,0.01
2,P01318,6.08,0.01
2,P01319,5.02,0.01
2,P01320,3.64,0.01
2,P01321,5.99,0.01
2,P01322,9.46,0.01
2,P01323,5.35,0.01
2,P01324,3.71,0.01
2,P01325,8.21,0.01
2,P01326,3.2,0.01
2,P01329,4.17,0.01
2,P01330,7.22,0.01
2,P01331,2.04,0.01
2,P01332,3.29,0.01
2,P01333,3.99,0.01
2,P01334,2.82,0.01
2,P01335,3.26,0.01
2,P01336,7.58,0.01
2,P01337,4.74,0.01
2,P01339,3.19,0.01
2,P01340,3.63,0.01
2,P01341,6.18,0.01
2,P01343,5.98,0.01
2,P01344,3.67,0.01
2,P01345,3.5,0.01
2,P01347,2.89,0.01
2,P01348,7.85,0.01
2,P01350,5.03,0.01
2,P01351,5.41,0.01
2,P01352,3.74,0.01
2,P01353,3.27,0.01
2,P01354,3.46,0.01
2,P01355,3.78,0.01
2,P01358,2.77,0.01
2,P01359,6.37,0.01
2,P01360,1.74,0.01
2,P01361,3.16,0.01
2,P01362,3.05,0.01
2,P01363,5.23,0.01
2,P01364,6.54,0.01
2,P01366,3.08,0.01
2,P01367,7.96,0.01
2,P01368,1.88,0.01
2,P01369,2.64,0.01
2,P01370,1.99,0.01
2,P01371,8.03,0.01
2,P01372,7.62,0.01
2,P01373,3.9,0.01
2,P01374,4.02,0.01
2,P01375,1.7,0.01
2,P01376,3.98,0.01
2,P01377,4.64,0.01
2,P01379,11.93,0.01
2,P01381,11.61,0.01
2,P01382,4.3,0.01
2,P01383,5.42,0.01
2,P01384,9.89,0.01
2,P01386,3.74,0.01
2,P01387,2.47,0.01
2,P01388,6.73,0.01
2,P01389,4.43,0.01
2,P01390,5.85,0.01
2,P01391,3.46,0.01
2,P01392,3.72,0.01
2,P01393,6.8,0.01
2,P01394,3.38,0.01
2,P01395,3.95,0.01
2,P01396,8.81,0.01
2,P01399,9.15,0.01
2,P01401,9.71,0.01
2,P01402,9.58,0.01
2,P01403,4.65,0.01
2,P01404,5.35,0.01
2,P01405,7.41,0.01
2,P01406,9.91,0.01
2,P01407,5.67,0.01
2,P01408,4.34,0.01
2,P01409,3.52,0.01
2,P01410,2.17,0.01
2,P01411,2.65,0.01
2,P01412,3.59,0.01
2,P01413,7.46,0.01
2,P01414,7.46,0.01
2,P01415,7.31,0.01
2,P01416,4.9,0.01
2,P01417,8.28,0.01
2,P01418,7.72,0.01
2,P01419,8.36,0.01
2,P01421,10.15,0.01
2,P01422,2.87,0.01
2,P01423,3.39,0.01
2,P01424,4.34,0.01
2,P01426,5.66,0.01
2,P01427,4.93,0.01
2,P01428,3.24,0.01
2,P01429,5.0,0.01
2,P01430,6.98,0.01
2,P01431,7.32,0.01
2,P01432,1.98,0.01
2,P01433,3.15,0.01
2,P01434,2.32,0.01
2,P01435,3.83,0.01
2,P01436,8.81,0.01
2,P01438,1.83,0.01
2,P01439,5.5,0.01
2,P01440,13.37,0.01
2,P01441,4.25,0.01
2,P01442,5.21,0.01
2,P01443,10.33,0.01
2,P01444,7.59,0.01
2,P01445,5.59,0.01
2,P01447,1.81,0.01
2,P01448,3.5,0.01
2,P01449,6.21,0.01
2,P01451,2.4,0.01
2,P01452,2.26,0.01
2,P01453,8.68,0.01
2,P01454,2.36,0.01
2,P01455,3.25,0.01
2,P01456,2.96,0.01
2,P01457,5.78,0.01
2,P01458,2.27,0.01
2,P01459,8.58,0.01
2,P01461,7.89,0.01
2,P01462,8.83,0.01
2,P01463,2.16,0.01
2,P01465,6.55,0.01
2,P01466,7.87,0.01
2,P01467,11.87,0.01
2,P01468,3.04,0.01
2,P01469,11.13,0.01
2,P01472,2.64,0.01
2,P01473,2.81,0.01
2,P01474,7.59,0.01
2,P01475,2.99,0.01
2,P01476,8.59,0.01
2,P01477,5.63,0.01
2,P01478,4.81,0.01
2,P01480,2.26,0.01
2,P01481,9.29,0.01
2,P01482,4.14,0.01
2,P01483,7.85,0.01
2,P01484,12.95,0.01
2,P01485,4.6,0.01
2,P01486,12.81,0.01
2,P01487,4.26,0.01
2,P01488,4.17,0.01
2,P01489,2.69,0.01
2,P01491,4.59,0.01
2,P01492,4.58,0.01
2,P01493,1.93,0.01
2,P01494,7.73,0.01
2,P01495,3.64,0.01
2,P01496,2.55,0.01
2,P01497,3.19,0.01
2,P01498,2.11,0.01
2,P01499,1.99,0.01
2,P01500,3.66,0.01
3,P00001,2.83,0.01
3,P00002,2.9,0.01
3,P00003,2.36,0.01
3,P00004,11.32,0.01
3,P00005,4.45,0.01
3,P00006,7.27,0.01
3,P00007,3.11,0.01
3,P00008,5.15,0.01
3,P00010,4.96,0.01
3,P00011,2.72,0.01
3,P00012,7.03,0.01
3,P00013,8.66,0.01
3,P00014,5.67,0.01
3,P00015,6.11,0.01
3,P00016,9.25,0.01
3,P00017,6.88,0.01
3,P00018,2.79,0.01
3,P00019,3.49,0.01
3,P00020,1.92,0.01
3,P00021,11.05,0.01
3,P00022,4.42,0.01
3,P00023,2.51,0.01
3,P00024,3.15,0.01
3,P00025,3.61,0.01
3,P00026,4.7,0.01
3,P00027,6.8,0.01
3,P00028,2.32,0.01
3,P00029,3.12,0.01
3,P00030,11.72,0.01
3,P00031,9.76,0.01
3,P00032,3.18,0.01
3,P00033,5.07,0.01
3,P00034,3.5,0.01
3,P00035,10.35,0.01
3,P00036,4.42,0.01
3,P00037,4.86,0.01
3,P00038,2.31,0.01
3,P00039,7.1,0.01
3,P00040,3.82,0.01
3,P00041,4.29,0.01
3,P00042,8.42,0.01
3,P00043,3.28,0.01
3,P00044,5.53,0.01
3,P00045,7.93,0.01
3,P00046,10.35,0.01
3,P00047,3.58,0.01
3,P00048,6.5,0.01
3,P00049,2.84,0.01
3,P00050,9.84,0.01
3,P00051,6.54,0.01
3,P00052,5.29,0.01
3,P00053,3.77,0.01
3,P00054,7.6,0.01
3,P00056,4.46,0.01
3,P00057,2.52,0.01
3,P00058,11.06,0.01
3,P00059,7.0,0.01
3,P00060,9.61,0.01
3,P00061,4.91,0.01
3,P00062,5.4,0.01
3,P00063,2.88,0.01
3,P00064,7.19,0.01
3,P00065,8.53,0.01
3,P00066,3.93,0.01
3,P00067,2.17,0.01
3,P00068,2.48,0.01
3,P00069,9.14,0.01
3,P00070,5.55,0.01
3,P00071,3.34,0.01
3,P00072,3.77,0.01
3,P00073,10.65,0.01
3,P00074,3.62,0.01
3,P00075,4.97,0.01
3,P00077,2.73,0.01
3,P00078,6.08,0.01
3,P00079,6.11,0.01
3,P00080,3.56,0.01
3,P00081,9.54,0.01
3,P00082,17.68,0.01
3,P00083,9.87,0.01
3,P00084,6.46,0.01
3,P00086,4.78,0.01
3,P00087,2.34,0.01
3,P00088,6.81,0.01
3,P00089,3.73,0.01
3,P00090,3.04,0.01
3,P00091,3.42,0.01
3,P00092,2.69,0.01
3,P00093,5.91,0.01
3,P00094,6.89,0.01
3,P00095,3.23,0.01
3,P00096,5.86,0.01
3,P00097,3.99,0.01
3,P00098,3.38,0.01
3,P00099,5.09,0.01
3,P00100,5.48,0.01
3,P00101,5.09,0.01
3,P00102,3.88,0.01
3,P00103,2.82,0.01
3,P00104,2.07,0.01
3,P00105,4.41,0.01
3,P00106,3.27,0.01
3,P00108,5.03,0.01
3,P00109,7.02,0.01
3,P00110,5.65,0.01
3,P00111,9.18,0.01
3,P00112,3.95,0.01
3,P00113,4.26,0.01
3,P00114,3.59,0.01
3,P00115,2.81,0.01
3,P00116,6.87,0.01
3,P00117,5.66,0.01
3,P00118,6.16,0.01
3,P00119,4.75,0.01
3,P00120,2.56,0.01
3,P00121,2.41,0.01
3,P00122,3.12,0.01
3,P00123,2.54,0.01
3,P00124,3.38,0.01
3,P00126,3.25,0.01
3,P00127,3.98,0.01
3,P00128,7.39,0.01
3,P00129,3.98,0.01
3,P00130,9.17,0.01
3,P00131,15.23,0.01
3,P00132,7.06,0.01
3,P00133,2.06,0.01
3,P00134,6.13,0.01
3,P00135,16.05,0.01
3,P00136,1.57,0.01
3,P00137,8.0,0.01
3,P00138,3.94,0.01
3,P00139,2.09,0.01
3,P00140,5.33,0.01
3,P00141,4.55,0.01
3,P00142,6.8,0.01
3,P00143,2.11,0.01
3,P00144,8.38,0.01
3,P00145,3.69,0.01
3,P00146,2.43,0.01
3,P00147,3.97,0.01
3,P00148,4.35,0.01
3,P00149,3.11,0.01
3,P00150,2.97,0.01
3,P00151,1.82,0.01
3,P00152,3.77,0.01
3,P00153,5.95,0.01
3,P00154,9.06,0.01
3,P00155,10.98,0.01
3,P00156,5.03,0.01
3,P00157,7.26,0.01
3,P00158,8.5,0.01
3,P00159,1.56,0.01
3,P00160,6.19,0.01
3,P00161,6.77,0.01
3,P00162,2.1,0.01
3,P00163,10.04,0.01
3,P00164,2.44,0.01
3,P00165,7.04,0.01
3,P00166,3.93,0.01
3,P00167,3.56,0.01
3,P00168,3.18,0.01
3,P00169,4.46,0.01
3,P00170,8.81,0.01
3,P00171,2.89,0.01
3,P00172,9.27,0.01
3,P00173,4.83,0.01
3,P00174,3.0,0.01
3,P00175,7.77,0.01
3,P00176,8.04,0.01
3,P00177,8.14,0.01
3,P00178,3.78,0.01
3,P00179,3.66,0.01
3,P00180,3.04,0.01
3,P00181,4.48,0.01
3,P00182,3.6,0.01
3,P00183,13.76,0.01
3,P00184,7.61,0.01
3,P00185,3.69,0.01
3,P00186,3.68,0.01
3,P00187,9.01,0.01
3,P00188,8.04,0.01
3,P00189,7.05,0.01
3,P00190,3.87,0.01
3,P00191,2.04,0.01
3,P00192,6.75,0.01
3,P00193,4.01,0.01
3,P00194,9.75,0.01
3,P00195,3.49,0.01
3,P00196,2.0,0.01
3,P00197,3.83,0.01
3,P00198,2.41,0.01
3,P00199,3.88,0.01
3,P00200,2.17,0.01
3,P00201,8.51,0.01
3,P00202,2.64,0.01
3,P00203,2.67,0.01
3,P00204,7.42,0.01
3,P00205,4.53,0.01
3,P00206,2.46,0.01
3,P00207,2.51,0.01
3,P00208,4.27,0.01
3,P00209,7.43,0.01
3,P00210,8.65,0.01
3,P00211,7.96,0.01
3,P00214,7.32,0.01
3,P00215,2.43,0.01
3,P00216,2.76,0.01
3,P00217,2.64,0.01
3,P00218,4.51,0.01
3,P00219,4.02,0.01
3,P00220,10.19,0.01
3,P00221,5.14,0.01
3,P00222,3.71,0.01
3,P00223,7.78,0.01
3,P00224,3.68,0.01
3,P00225,2.06,0.01
3,P00226,5.26,0.01
3,P00228,10.39,0.01
3,P00229,2.8,0.01
3,P00230,5.09,0.01
3,P00231,2.52,0.01
3,P00232,3.95,0.01
3,P00233,10.74,0.01
3,P00236,4.91,0.01
3,P00237,3.4,0.01
3,P00238,16.35,0.01
3,P00239,8.01,0.01
3,P00240,4.55,0.01
3,P00242,4.09,0.01
3,P00243,3.61,0.01
3,P00244,5.12,0.01
3,P00245,2.73,0.01
3,P00246,3.44,0.01
3,P00247,8.84,0.01
3,P00248,7.21,0.01
3,P00249,20.09,0.01
3,P00250,13.96,0.01
3,P00251,4.7,0.01
3,P00253,7.82,0.01
3,P00254,4.19,0.01
3,P00255,6.08,0.01
3,P00257,18.03,0.01
3,P00258,8.5,0.01
3,P00260,6.41,0.01
3,P00261,2.39,0.01
3,P00262,2.44,0.01
3,P00263,3.29,0.01
3,P00264,7.12,0.01
3,P00265,2.95,0.01
3,P00266,5.08,0.01
3,P00267,3.5,0.01
3,P00268,2.05,0.01
3,P00269,2.92,0.01
3,P00270,6.18,0.01
3,P00271,13.07,0.01
3,P00272,6.05,0.01
3,P00273,5.88,0.01
3,P00274,12.66,0.01
3,P00275,8.75,0.01
3,P00276,11.36,0.01
3,P00277,2.63,0.01
3,P00278,2.16,0.01
3,P00279,4.11,0.01
3,P00280,4.22,0.01
3,P00281,4.04,0.01
3,P00282,3.24,0.01
3,P00283,2.91,0.01
3,P00284,1.97,0.01
3,P00285,7.45,0.01
3,P00286,1.75,0.01
3,P00287,5.1,0.01
3,P00288,4.58,0.01
3,P00289,10.67,0.01
3,P00290,8.1,0.01
3,P00291,12.23,0.01
3,P00292,7.26,0.01
3,P00293,2.7,0.01
3,P00295,5.04,0.01
3,P00296,5.64,0.01
3,P00297,5.64,0.01
3,P00298,10.36,0.01
3,P00299,2.55,0.01
3,P00300,3.1,0.01
3,P00301,3.04,0.01
3,P00303,2.83,0.01
3,P00305,7.79,0.01
3,P00306,3.02,0.01
3,P00307,2.56,0.01
3,P00308,7.24,0.01
3,P00309,2.97,0.01
3,P00310,3.46,0.01
3,P00311,2.33,0.01
3,P00312,3.54,0.01
3,P00313,2.93,0.01
3,P00315,2.12,0.01
3,P00316,9.11,0.01
3,P00317,3.86,0.01
3,P00318,2.6,0.01
3,P00319,7.42,0.01
3,P00320,17.21,0.01
